room_type,number_of_reviews,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,host_identity_verified,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,bathrooms,bedrooms,beds,bed_type,accommodates
15,7,1,0,195,2.1558325172987405,20,98.36935339224627,17,0,500.0,75.0,1,0.0,100.0,2.0,3.0,3.0,7,5
15,0,1,0,150,4.171082879840575,18,62.293599363396225,8,0,300.0,30.0,1,20.0,94.41,1.0,1.0,1.0,7,2
16,31,1,323,200,6.961085694610554,18,30.0,27,0,0.0,45.0,1,15.0,99.0,1.0,1.0,1.0,7,2
15,245,1,295,165,5.2430412655480865,20,10.0,22,0,0.0,38.0,4,10.0,94.0,1.0,1.0,3.0,7,5
16,161,1,326,35,2.503214626755785,18,60.58137438652904,20,0,0.0,30.0,1,30.0,96.0,1.0,1.0,1.0,7,1
16,7,2,291,51,7.266512179646988,19,10.0,11,0,500.0,5.0,1,20.0,83.0,0.0,1.0,1.0,7,1
16,189,1,64,35,2.0945752323405573,20,60.59750217066886,10,0,213.93,20.0,1,20.0,98.0,1.0,1.0,1.0,7,2
16,195,1,129,45,3.353517899956622,20,60.310855316723114,19,0,0.0,0.0,1,15.0,94.0,1.0,1.0,2.0,7,3
15,16,1,276,60,7.486985661209445,18,15.0,18,0,200.0,75.0,2,0.0,93.0,1.0,1.0,2.0,7,2
16,29,1,328,45,9.62688173004813,20,11.0,29,0,213.93,20.0,1,20.0,96.0,0.5,1.0,2.0,7,2
15,413,2,107,75,5.51588313170596,19,55.0,29,0,0.0,30.0,2,10.0,96.0,1.0,2.0,2.0,7,4
15,195,1,339,69,5.260047505314777,18,61.29394232166323,20,0,500.0,60.0,1,10.0,94.0,1.0,1.0,2.0,7,2
15,6,1,0,45,3.0113707304247352,20,48.0,12,0,400.0,50.0,1,15.0,100.0,1.0,1.0,1.0,7,3
15,2,4,113,50,21.773778566687376,18,76.72990377058406,18,0,100.0,30.0,1,25.0,100.0,1.0,1.0,3.0,7,4
15,29,1,3,110,3.696347294932966,18,104.15832407333315,17,0,213.93,40.0,4,20.0,98.0,2.0,3.0,3.0,7,5
16,19,2,355,95,2.4114125610050112,18,56.056550117272224,13,0,850.0,20.0,1,18.0,98.0,1.0,1.0,2.0,10,1
15,41,1,136,75,1.9319700433174263,20,70.0,21,0,200.0,35.0,2,10.0,97.0,1.0,2.0,2.0,7,4
16,200,1,311,30,14.10060886407209,19,15.0,22,0,213.93,26.73,1,10.0,99.0,1.0,1.0,1.0,7,1
15,51,2,311,65,4.650047619345698,18,55.665838770302486,20,0,150.0,29.0,2,10.0,91.0,1.0,1.0,2.0,7,2
